RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerName,PlayerPosition,PlayerNationality,PlayerMarketValue,,,,
1679742361-4594,AC Milan,Serie A,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Ante Rebic,Left Winger,Croatia,€10 million,,,,
1679742361-4595,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Divock Origi,Center Forward,Belgium,€8 million,,,,
1679742361-4600,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Zlatan Ibrahimović,Center Forward,Sweden,€2 million,,,,
1679742361-4601,AC Milan,Serie A,Phantom GT2,Flyknit,Nike,Blueprint,null,Midfield,Erling Haaland,Aster Vranckx,Central Midfielder,Belgium,€9 million,,,,
1679742361-4604,AC Milan,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Rade Krunic,Central Midfielder,-,€9 million,,,,
1679742361-4605,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Yacine Adli,Attacking Midfielder,France,€9 million,,,,
1679742361-4606,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Brahim Díaz,Attacking Midfielder,Spain,€20 million,,,,
1679742361-4609,AC Milan,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Sandro Tonali,Defensive Midfielder,Italy,€50 million,,,,
1679742361-4612,AC Milan,Serie A,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Alessandro Florenzi,Right Back,Italy,€3 million,,,,
1679742361-4614,AC Milan,Serie A,Phantom GT2,Flyknit,Nike,Generation,null,Midfield,Erling Haaland,Simon Kjaer,Center Back,Denmark,€5 million,,,,
1679742361-4615,AC Milan,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Malick Thiaw,Center Back,Germany,€15 million,,,,
1679742361-4616,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Sergiño Dest,Right Back,United States,€12 million,,,,
1679742361-4619,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Theo Hernández,Left Back,France,€60 million,,,,
1679742361-4623,AC Milan,Serie A,Phantom GT2,Flyknit,Nike,Generation,null,Midfield,Erling Haaland,Mike Maignan,Goalkeeper,France,€35 million,,,,
1679742361-4629,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Dusan Vlahovic,Center Forward,Serbia,€75 million,,,,
1679742361-4630,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Federico Chiesa,Left Winger,Italy,€50 million,,,,
1679742361-4633,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Fabio Miretti,Central Midfielder,Italy,€15 million,,,,
1679742361-4636,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Filip Kostić,Left Midfielder,Serbia,€24 million,,,,
1679742361-4638,Juventus,Serie A,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Manuel Locatelli,Defensive Midfielder,Italy,€30 million,,,,
1679742361-4639,Juventus,Serie A,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Leandro Paredes,Defensive Midfielder,Argentina,€12 million,,,,
1679742361-4640,Juventus,Serie A,Phantom GT2,Flyknit,Nike,Lucent,null,Midfield,Erling Haaland,Adrien Rabiot,Central Midfielder,France,€30 million,,,,
1679742361-4644,Juventus,Serie A,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,Daniele Rugani,Center Back,Italy,€3 million,,,,
1679742361-4645,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Danilo,Right Back,Brazil,€12 million,,,,
1679742361-4648,Juventus,Serie A,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Leonardo Bonucci,Center Back,Italy,€3 million,,,,
1679742361-4650,Juventus,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Carlo Pinsoglio,Goalkeeper,Italy,€0 million,,,,
1679742361-4654,Inter,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Romelu Lukaku,Center Forward,Belgium,€40 million,,,,
1679742361-4655,Inter,Serie A,Phantom GX,Gripknit,Nike,null,Control,Midfield,Erling Haaland,Lautaro Martínez,Center Forward,Argentina,€80 million,,,,
1679742361-4656,Inter,Serie A,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,Valentín Carboni,Attacking Midfielder,Argentina,€4 million,,,,
1679742361-4657,Inter,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,Roberto Gagliardini,Central Midfielder,Italy,€7 million,,,,
1679742361-4660,Inter,Serie A,Mercurial Vapor XII,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Marcelo Brozovic,Defensive Midfielder,Croatia,€28 million,,,,
1679742361-4663,Inter,Serie A,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Hakan Calhanoglu,Central Midfielder,Turkey,€35 million,,,,
1679742361-4664,Inter,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Nicolò Barella,Central Midfielder,Italy,€70 million,,,,
1679742361-4666,Inter,Serie A,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,Danilo D'Ambrosio,Center Back,Italy,€2 million,,,,
1679742361-4667,Inter,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Alessandro Fontanarosa,Center Back,Italy,€0 million,,,,
1679742361-4668,Inter,Serie A,Phantom GT2,Flyknit,Nike,Lucent,null,Midfield,Erling Haaland,Mattia Zanotti,Right Back,Italy,€0 million,,,,
1679742361-4669,Inter,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Shadow,Speed,Attack,Cristiano Ronaldo,Raoul Bellanova,Right Back,Italy,€5 million,,,,
1679742361-4671,Inter,Serie A,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,Stefan de Vrij,Center Back,Netherlands,€10 million,,,,
1679742361-4675,Inter,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,Francesco Acerbi,Center Back,Italy,€4 million,,,,
1679742361-4679,BSC Young Boys,Switzerland,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Christian Fassnacht,Right Winger,Switzerland,€3 million,,,,
1679742361-4680,BSC Young Boys,Switzerland,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Fabian Rieder,Attacking Midfielder,Switzerland,€10 million,,,,
1679742361-4683,Brøndby IF,Tunisia,Phantom GT2,Flyknit,Nike,Generation,null,Midfield,Erling Haaland,Anis Slimane,Central Midfielder,Tunisia,€4 million,,,,
1679742361-4684,LA Galaxy,Uruguay,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Generation,Speed,Attack,Cristiano Ronaldo,Martín Cáceres,Center Back,Uruguay,€1 million,,,,
1679742361-4689,Swansea City,Wales,Tiempo Legend 9,Kangaroo Leather,Nike,null,Modern C,Defence,Virgil van Dijk,Joe Allen,Central Midfielder,Wales,€1 million,,,,
1679742361-4692,Cardiff City,Wales,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,Mark Harris,Center Forward,Wales,€1 million,,,,
1679742361-4694,Burnley,Wales,Mercurial Vapor 14,Flyknit,Nike,null,Speed,Attack,Cristiano Ronaldo,Connor Roberts,Right Back,Wales,€6 million,,,,
1679742361-15,VfL Wolfsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-16,VfL Wolfsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-24,VfL Wolfsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-53,Union Berlin,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-60,VfB Stuttgart,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-70,VfB Stuttgart,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-92,Schalke 04,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-99,Schalke 04,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-106,Schalke 04,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-117,Schalke 04,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-129,Borussia Mönchengladbach,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-137,Borussia Mönchengladbach,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-148,1. FSV Mainz 05,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-149,1. FSV Mainz 05,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-156,1. FSV Mainz 05,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-163,1. FSV Mainz 05,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-166,1. FSV Mainz 05,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-175,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-176,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-179,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-189,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-191,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-197,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-206,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-207,1. FC Köln,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-216,1899 Hoffenheim,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-218,1899 Hoffenheim,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-239,1899 Hoffenheim,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-249,SC Freiburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-255,SC Freiburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-276,Werder Bremen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-278,Werder Bremen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-281,Werder Bremen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-282,Werder Bremen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-288,Werder Bremen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-289,Werder Bremen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-293,VfL Bochum,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-317,VfL Bochum,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-321,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-322,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-331,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-336,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-338,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-342,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-343,Hertha BSC,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-351,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-361,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-363,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-364,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-368,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-372,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-377,FC Augsburg,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-388,Bayer 04 Leverkusen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-389,Bayer 04 Leverkusen,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-413,RB Leipzig,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-432,RB Leipzig,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-437,Eintracht Frankfurt,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-442,Eintracht Frankfurt,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-445,Eintracht Frankfurt,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-452,Eintracht Frankfurt,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-462,Eintracht Frankfurt,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-466,Borussia Dortmund,Bundesliga,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-530,Viktoria Plzen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-532,Viktoria Plzen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-541,Viktoria Plzen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-545,Viktoria Plzen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-550,Viktoria Plzen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-555,Viktoria Plzen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-557,Sporting,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-566,Sporting,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-567,Sporting,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-572,Sporting,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-575,Sporting,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-583,Sporting,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-586,Shakhtar Donetsk,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-588,Shakhtar Donetsk,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-597,Shakhtar Donetsk,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-598,Shakhtar Donetsk,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-607,Shakhtar Donetsk,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-613,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-618,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-619,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-631,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-632,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-638,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-639,Red Bull Salzburg,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-651,Rangers FC,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-653,Rangers FC,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-683,Porto,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-696,Porto,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-699,Porto,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-708,Dinamo Zagreb,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-709,Dinamo Zagreb,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-715,Dinamo Zagreb,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-719,Dinamo Zagreb,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-723,Dinamo Zagreb,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-736,FC Copenhagen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-743,FC Copenhagen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-751,FC Copenhagen,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-776,Celtic,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-780,Club Brugge,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-787,Club Brugge,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-797,Club Brugge,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-799,Club Brugge,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-806,Club Brugge,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-848,Ajax,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-850,Ajax,Champions League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-865,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-868,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-869,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-870,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-871,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-872,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-873,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-874,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-875,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-876,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-877,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-878,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-880,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-881,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-883,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-884,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-885,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-886,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-887,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-888,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-890,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-891,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-892,Sturm Graz,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-894,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-895,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-896,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-897,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-898,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-899,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-900,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-901,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-903,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-904,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-905,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-906,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-907,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-908,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-909,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-911,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-912,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-914,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-915,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-916,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-919,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-920,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-922,Sheriff Tiraspol,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-924,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-925,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-926,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-927,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-931,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-932,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-933,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-936,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-938,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-939,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-941,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-943,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-944,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-947,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-948,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-949,SC Braga,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-951,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-952,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-956,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-957,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-958,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-960,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-966,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-967,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-968,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-969,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-975,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-976,Red Star Belgrade,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-978,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-979,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-980,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-982,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-983,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-985,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-986,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-987,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-993,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-994,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-995,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-997,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-998,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-999,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1002,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1003,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1004,Qarabağ FK,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1062,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1063,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1064,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
1679742361-1065,Midtjylland,Europa League,null,null,null,null,null,null,null,null,null,null,null,,,,
