RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerName,PlayerPosition,PlayerNationality,PlayerMarketValue,,,,
1679742361-2779,FC Metz,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sofiane Alakouch,Right Back,Morocco,€1 million,,,,
1679742361-2781,FC Metz,Other League,X Speedflow.1,Synthetic,adidas,Meteorite,Speed,Attack,Lionel Messi,Matthieu Udol,Left Back,France,€2 million,,,,
1679742361-2793,Maribor,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Azbe Jug,Goalkeeper,Slovenia,€0 million,,,,
1679742361-2794,Málaga CF,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Pablo Chavarría,Center Forward,Argentina,€0 million,,,,
1679742361-2796,Málaga CF,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Arvin Appiah,Right Winger,England,€1 million,,,,
1679742361-2800,Málaga CF,Other League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Fran Villalba,Attacking Midfielder,Spain,€2 million,,,,
1679742361-2802,Málaga CF,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Jozabed Sánchez,Central Midfielder,Spain,€1 million,,,,
1679742361-2803,Málaga CF,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Alfred N'Diaye,Defensive Midfielder,Senegal,€1 million,,,,
1679742361-2807,Málaga CF,Other League,Predator Freak.1,null,adidas,null,Control,null,Jude Bellingham,Esteban Burgos,Center Back,Argentina,€1 million,,,,
1679742361-2808,Málaga CF,Other League,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Rubén Yáñez,Goalkeeper,Spain,€1 million,,,,
1679742361-2814,Lokomotiv Moscow,Other League,Copa Sense.1,K-Leather,adidas,Sapphire Edge,Control,Midfield,Paulo Dybala,Daniil Kulikov,Defensive Midfielder,Russia,€2 million,,,,
1679742361-2820,Lokomotiv Moscow,Other League,Predator Edge.1 Low,Primeknit,adidas,Game Data,Control,Midfield,Jude Bellingham,Germán Conti,Center Back,Argentina,€2 million,,,,
1679742361-2822,Lokomotiv Moscow,Other League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Dmitriy Zhivoglyadov,Right Back,Russia,€2 million,,,,
1679742361-2824,Lokomotiv Moscow,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Guilherme,Goalkeeper,Russia,€1 million,,,,
1679742361-2825,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Roberto Soldado,Center Forward,Spain,€1 million,,,,
1679742361-2826,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Rober Ibáñez,Right Winger,Spain,€1 million,,,,
1679742361-2828,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Alejandro Cantero,Left Winger,Spain,€1 million,,,,
1679742361-2829,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Wesley Moraes,Center Forward,Brazil,€3 million,,,,
1679742361-2831,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Jorge de Frutos,Right Winger,Spain,€8 million,,,,
1679742361-2832,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Vicente Iborra,Defensive Midfielder,Spain,€2 million,,,,
1679742361-2833,Levante UD,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Pepelu,Defensive Midfielder,Spain,€3 million,,,,
1679742361-2836,Levante UD,Other League,Nemeziz.1,Knit,adidas,Precision To Blur,Agility,Attack,Evan Ferguson,Joni Montiel,Attacking Midfielder,Spain,€1 million,,,,
1679742361-2837,Levante UD,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Marc Pubill,Right Back,Spain,€1 million,,,,
1679742361-2849,Legia Warsaw,Other League,X Speedflow.1,Synthetic,adidas,Meteorite,Speed,Attack,Lionel Messi,Josué,Attacking Midfielder,Portugal,€1 million,,,,
1679742361-2853,Legia Warsaw,Other League,F50 Adizero,Synthetic,adidas,null,Speed,Attack,Jordi Alba,Lindsay Rose,Center Back,Mauritius,€1 million,,,,
1679742361-2857,CD Leganés,Other League,F50 Adizero 2015,Synthetic,adidas,null,Speed,Attack,Jordi Alba,José Manuel Arnáiz,Left Winger,Spain,€3 million,,,,
1679742361-2859,CD Leganés,Other League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Juanjo Narváez,Center Forward,Colombia,€1 million,,,,
1679742361-2862,CD Leganés,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Rubén Pardo,Central Midfielder,Spain,€2 million,,,,
1679742361-2867,CD Leganés,Other League,X Speedflow.1,Synthetic,adidas,Meteorite,Speed,Attack,Lionel Messi,Enric Franquesa,Left Back,Spain,€1 million,,,,
1679742361-2872,UD Las Palmas,Other League,X Speedflow.1,Synthetic,adidas,Escape Light,Speed,Attack,Lionel Messi,Álvaro Jiménez,Right Winger,Spain,€1 million,,,,
1679742361-2873,UD Las Palmas,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Vitolo,Left Winger,Spain,€1 million,,,,
1679742361-2876,UD Las Palmas,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sandro Ramírez,Center Forward,Spain,€2 million,,,,
1679742361-2877,UD Las Palmas,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Loren Morón,Center Forward,Spain,€3 million,,,,
1679742361-2879,UD Las Palmas,Other League,X 19.1,Synthetic,adidas,null,Speed,Attack,Lionel Messi,Enzo Loiodice,Central Midfielder,France,€1 million,,,,
1679742361-2880,UD Las Palmas,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Wilfrid Kaptoum,Central Midfielder,Cameroon,€2 million,,,,
1679742361-2881,UD Las Palmas,Other League,F50 Adizero 2015,Synthetic,adidas,null,Speed,Attack,Jordi Alba,Jonathan Viera,Attacking Midfielder,Spain,€2 million,,,,
1679742361-2882,UD Las Palmas,Other League,Copa 20.1,Fusionskin,adidas,Precision To Blur,Control,Midfield,Paulo Dybala,Sidnei,Center Back,Brazil,€1 million,,,,
1679742361-2890,LA Galaxy,Other League,Copa 20.1,Fusionskin,adidas,null,Control,Midfield,Paulo Dybala,Gastón Brugman,Defensive Midfielder,Uruguay,€2 million,,,,
1679742361-2906,Krasnodar,Other League,Nemeziz Messi.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Ilzat Akhmetov,Attacking Midfielder,Russia,€3 million,,,,
1679742361-2917,İstanbul Başakşehir,Other League,X Speedflow.1,Synthetic,adidas,Escape Light,Speed,Attack,Lionel Messi,Mahmut Tekdemir,Defensive Midfielder,Turkey,€0 million,,,,
1679742361-2919,İstanbul Başakşehir,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Deniz Türüc,Right Midfielder,Turkey,€3 million,,,,
1679742361-2921,İstanbul Başakşehir,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Berkay Özcan,Central Midfielder,Turkey,€5 million,,,,
1679742361-2925,İstanbul Başakşehir,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sener Özbayrakli,Right Back,Turkey,€0 million,,,,
1679742361-2941,Hull City,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Aaron Connolly,Center Forward,Ireland,€5 million,,,,
1679742361-2942,Hull City,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Malcolm Ebiowei,Right Winger,England,€3 million,,,,
1679742361-2946,Hull City,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Regan Slater,Defensive Midfielder,England,€3 million,,,,
1679742361-2958,SD Huesca,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Javi Martínez,Attacking Midfielder,Spain,€1 million,,,,
1679742361-2962,SD Huesca,Other League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Florian Miguel,Left Back,France,€2 million,,,,
1679742361-2968,Huddersfield Town,Other League,X 17.1,Synthetic,adidas,null,Chaos,Attack,Lionel Messi,Connor Mahoney,Right Winger,England,€0 million,,,,
1679742361-2971,Huddersfield Town,Other League,Copa 20.1,Fusionskin,adidas,null,Control,Midfield,Paulo Dybala,Jonathan Hogg,Central Midfielder,England,€0 million,,,,
1679742361-2973,Huddersfield Town,Other League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Michal Helik,Center Back,Poland,€3 million,,,,
1679742361-2975,Huddersfield Town,Other League,Predator Mania,null,adidas,null,Heritage,Midfield,Jude Bellingham,Matthew Lowton,Right Back,England,€0 million,,,,
1679742361-2976,Huddersfield Town,Other League,Predator Edge.1 Low,Primeknit,adidas,Game Data,Control,Midfield,Jude Bellingham,Jordan Smith,Goalkeeper,England,€0 million,,,,
1679742361-2977,Huddersfield Town,Other League,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Tomas Vaclik,Goalkeeper,-,€3 million,,,,
1679742361-2978,Hannover 96,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Cedric Teuchert,Center Forward,Germany,€2 million,,,,
1679742361-2980,Hannover 96,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Maximilian Beier,Center Forward,Germany,€3 million,,,,
1679742361-2982,Hannover 96,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Havard Nielsen,Center Forward,Norway,€2 million,,,,
1679742361-2983,Hannover 96,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Louis Schaub,Attacking Midfielder,Austria,€1 million,,,,
1679742361-2984,Hannover 96,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sebastian Ernst,Attacking Midfielder,Germany,€1 million,,,,
1679742361-2993,Hannover 96,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Bright Arrey-Mbi,Center Back,Germany,€1 million,,,,
1679742361-2994,Hannover 96,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Ron-Robert Zieler,Goalkeeper,Germany,€1 million,,,,
1679742361-2999,Hamburger SV,Other League,X 19.1,Synthetic,adidas,null,Speed,Attack,Lionel Messi,Bakery Jatta,Right Winger,-,€1 million,,,,
1679742361-3006,Hamburger SV,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Javi Montero,Center Back,Spain,€3 million,,,,
1679742361-3009,Hamburger SV,Other League,Predator 19.1,Primeknit,adidas,null,Control,Midfield,Jude Bellingham,Tom Mickel,Goalkeeper,Germany,€0 million,,,,
1679742361-3010,Hamburger SV,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Daniel Heuer Fernandes,Goalkeeper,Portugal,€1 million,,,,
1679742361-3015,EA Guingamp,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Warren Tchimbembé,Right Winger,-,€1 million,,,,
1679742361-3019,EA Guingamp,Other League,X 16+ Purechaos,Synthetic,adidas,null,Chaos,Attack,Lionel Messi,Vincent Manceau,Center Back,France,€1 million,,,,
1679742361-3025,Granada CF,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,José Callejón,Right Winger,Spain,€1 million,,,,
1679742361-3026,Granada CF,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Alberto Soro,Right Winger,Spain,€2 million,,,,
1679742361-3029,Granada CF,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Shon Weissman,Center Forward,Israel,€5 million,,,,
1679742361-3043,Granada CF,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Erick Cabaco,Center Back,Uruguay,€1 million,,,,
1679742361-3045,Girondins de Bordeaux,Other League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Dilane Bakwa,Left Winger,France,€2 million,,,,
1679742361-3046,Girondins de Bordeaux,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Josh Maja,Center Forward,Nigeria,€4 million,,,,
1679742361-3051,Girondins de Bordeaux,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Issouf Sissokho,Central Midfielder,Mali,€1 million,,,,
1679742361-3053,Girondins de Bordeaux,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Clément Michelin,Right Back,France,€2 million,,,,
1679742361-3054,Girondins de Bordeaux,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Stian Gregersen,Center Back,Norway,€2 million,,,,
1679742361-3057,KAA Gent,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Jens Petter Hauge,Right Winger,Norway,€3 million,,,,
1679742361-3058,KAA Gent,Other League,X Ghosted.1,Synthetic,adidas,Superlative Pack,Speed,null,Lionel Messi,Hugo Cuypers,Center Forward,Belgium,€8 million,,,,
1679742361-3059,KAA Gent,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Julien De Sart,Defensive Midfielder,Belgium,€3 million,,,,
1679742361-3063,KAA Gent,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sven Kums,Central Midfielder,Belgium,€1 million,,,,
1679742361-3065,KAA Gent,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Kamil Piatkowski,Center Back,Poland,€5 million,,,,
1679742361-3068,KAA Gent,Other League,Predator LZ I,Synthetic,adidas,Unite Football,Control,Midfield,Jude Bellingham,Bruno Godeau,Center Back,Belgium,€1 million,,,,
1679742361-3071,KAA Gent,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Paul Nardi,Goalkeeper,France,€3 million,,,,
1679742361-3076,Genoa CFC,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Eddie Salcedo,Center Forward,Italy,€3 million,,,,
1679742361-3081,Genoa CFC,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Milan Badelj,Defensive Midfielder,Croatia,€1 million,,,,
1679742361-3082,Genoa CFC,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Filip Jagiello,Central Midfielder,Poland,€1 million,,,,
1679742361-3084,Genoa CFC,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Stefano Sturaro,Central Midfielder,Italy,€2 million,,,,
1679742361-3085,Genoa CFC,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Mattia Aramu,Attacking Midfielder,Italy,€3 million,,,,
1679742361-3087,Genoa CFC,Other League,Predator Freak+,null,adidas,null,Control,null,Jude Bellingham,Abdoulaye Touré,Defensive Midfielder,France,€2 million,,,,
1679742361-3089,Genoa CFC,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Domenico Criscito,Left Back,Italy,€0 million,,,,
1679742361-3092,Genoa CFC,Other League,Copa 20.1,Fusionskin,adidas,Precision To Blur,Control,Midfield,Paulo Dybala,Mattia Bani,Center Back,Italy,€1 million,,,,
1679742361-3094,Genoa CFC,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Stefano Sabelli,Right Back,Italy,€1 million,,,,
1679742361-3096,Genoa CFC,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Silvan Hefti,Right Back,Switzerland,€4 million,,,,
1679742361-3099,Genoa CFC,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Adrian Semper,Goalkeeper,Croatia,€2 million,,,,
1679742361-3100,Galatasaray,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Milot Rashica,Right Winger,Kosovo,€8 million,,,,
1679742361-3103,Galatasaray,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Bafétimbi Gomis,Center Forward,France,€1 million,,,,
1679742361-3104,Galatasaray,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Yusuf Demir,Right Winger,Austria,€6 million,,,,
1679742361-3106,Galatasaray,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Juan Mata,Attacking Midfielder,Spain,€2 million,,,,
1679742361-3107,Galatasaray,Other League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Sérgio Oliveira,Central Midfielder,Portugal,€7 million,,,,
1679742361-3111,Galatasaray,Other League,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,Kaan Ayhan,Center Back,Turkey,€4 million,,,,
1679742361-3112,Galatasaray,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Léo Dubois,Right Back,France,€7 million,,,,
1679742361-3113,Galatasaray,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sacha Boey,Right Back,France,€11 million,,,,
1679742361-3114,Galatasaray,Other League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Okan Kocuk,Goalkeeper,Turkey,€1 million,,,,
1679742361-3116,Greuther Fürth,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Branimir Hrgota,Center Forward,Sweden,€2 million,,,,
1679742361-3123,Greuther Fürth,Other League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Tobias Raschl,Central Midfielder,Germany,€1 million,,,,
1679742361-3133,Greuther Fürth,Other League,Copa 20.1,Fusionskin,adidas,null,Control,Midfield,Paulo Dybala,Marco Meyerhöfer,Right Back,Germany,€2 million,,,,
1679742361-3137,Greuther Fürth,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Andreas Linde,Goalkeeper,Sweden,€1 million,,,,
1679742361-3140,Frosinone Calcio,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Roberto Insigne,Right Winger,Italy,€2 million,,,,
1679742361-3143,Frosinone Calcio,Other League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Luca Mazzitelli,Central Midfielder,Italy,€3 million,,,,
1679742361-3148,Frosinone Calcio,Other League,Copa 20.1,Fusionskin,adidas,Precision To Blur,Control,Midfield,Paulo Dybala,Luca Ravanelli,Center Back,Italy,€1 million,,,,
