Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs)
163,2012 (2004),10,Rajasthan,Tonk,24209,66116,43.06,54.6,8658,15306,15.4,12.64,23348,39675,41.53,32.76,56216,121097,84
163,2013 (2004),10,Rajasthan,Tonk,24996,75446,42.02,54.54,8823,16754,14.83,12.11,25672,46136,43.15,33.35,59490,138336,94
164,2007 (2004),10,Rajasthan,Udaipur,13014,17507,16.92,18.99,30657,35813,39.87,38.84,33230,38888,43.21,42.17,76902,92208,33
164,2008 (2004),10,Rajasthan,Udaipur,13536,20119,16.38,18.52,32184,42123,38.94,38.77,36924,46404,44.68,42.71,82644,108646,38
164,2009 (2004),10,Rajasthan,Udaipur,15177,25513,16.87,20.01,35279,47827,39.21,37.5,39517,54188,43.92,42.49,89973,127528,43
164,2010 (2004),10,Rajasthan,Udaipur,28124,52770,24.99,29.3,39132,59204,34.78,32.87,45273,68139,40.23,37.83,112528,180113,60
164,2011 (2004),10,Rajasthan,Udaipur,27370,67573,22.58,30.82,43187,71321,35.63,32.53,50645,80325,41.79,36.64,121203,219219,71
164,2012 (2004),10,Rajasthan,Udaipur,26723,72749,21.1,29.45,46326,81746,36.58,33.09,53589,92524,42.32,37.46,126638,247018,79
164,2013 (2004),10,Rajasthan,Udaipur,26114,79022,19.84,28.94,48652,90414,36.97,33.11,56825,103611,43.18,37.95,131590,273047,85
165,2007 (2004),9,Punjab,Gurdaspur,20955,29410,26.22,29.65,18016,20330,22.54,20.49,40950,49464,51.24,49.86,79920,99203,45
165,2008 (2004),9,Punjab,Gurdaspur,21299,34186,25.26,30.07,18618,22059,22.08,19.4,44403,57432,52.66,50.52,84320,113677,51
165,2009 (2004),9,Punjab,Gurdaspur,26410,47427,27.61,34.07,19842,25164,20.75,18.08,49387,66609,51.64,47.85,95640,139199,62
165,2010 (2004),9,Punjab,Gurdaspur,20980,40988,22.5,28.29,20452,27257,21.93,18.81,51827,76626,55.57,52.89,93259,144871,64
165,2011 (2004),9,Punjab,Gurdaspur,21164,44673,21.42,27.23,21397,29888,21.66,18.22,56247,89485,56.93,54.55,98807,164046,71
165,2012 (2004),9,Punjab,Gurdaspur,21119,48454,20.46,26.39,21993,32118,21.31,17.5,60098,103009,58.23,56.11,103210,183581,79
165,2013 (2004),9,Punjab,Gurdaspur,21080,51199,19.76,25.38,21776,33066,20.42,16.39,63803,117459,59.82,58.23,106658,201723,86
166,2007 (2004),9,Punjab,Amritsar,20987,29396,26.11,29.88,22844,26117,28.42,26.55,36549,42852,45.47,43.56,80381,98366,42
166,2008 (2004),9,Punjab,Amritsar,21221,33626,25.11,30.22,23539,28011,27.85,25.17,39763,49648,47.04,44.61,84522,111285,47
166,2009 (2004),9,Punjab,Amritsar,25788,45359,27.17,33.7,25307,31811,26.67,23.63,43805,57429,46.16,42.67,94900,134598,56
166,2010 (2004),9,Punjab,Amritsar,21327,40644,22.28,28.23,26501,35069,27.68,24.36,47907,68263,50.04,47.41,95735,143976,59
166,2011 (2004),9,Punjab,Amritsar,21465,44353,20.85,26.99,26931,37571,26.16,22.86,54560,82434,52.99,50.15,102956,164359,66
166,2012 (2004),9,Punjab,Amritsar,21365,48013,19.84,26.13,27758,40510,25.77,22.05,58589,95207,54.39,51.82,107712,183730,72
166,2013 (2004),9,Punjab,Amritsar,21274,50541,18.78,24.82,27642,41893,24.4,20.57,64380,111235,56.82,54.62,113296,203669,79
167,2007 (2004),9,Punjab,Kapurthala,9631,13499,25.79,29.44,10391,12110,27.83,26.41,17319,20248,46.38,44.15,37341,45857,58
167,2008 (2004),9,Punjab,Kapurthala,9930,15751,25.15,30.17,10861,13209,27.51,25.3,18686,23249,47.34,44.53,39476,52210,66
167,2009 (2004),9,Punjab,Kapurthala,9171,16171,21.91,27.48,11934,15461,28.51,26.27,20751,27225,49.58,46.26,41856,58856,73
167,2010 (2004),9,Punjab,Kapurthala,9100,17364,20.76,26.22,12586,17146,28.71,25.89,22154,31716,50.53,47.89,43841,66226,82
167,2011 (2004),9,Punjab,Kapurthala,9145,18913,19.79,25.43,12846,18384,27.8,24.72,24221,37066,52.41,49.85,46212,74362,91
167,2012 (2004),9,Punjab,Kapurthala,9087,20432,18.93,24.84,12969,19349,27.01,23.52,25954,42479,54.06,51.64,48010,82260,100
167,2013 (2004),9,Punjab,Kapurthala,9031,21463,17.88,23.7,12610,19533,24.97,21.57,28855,49580,57.14,54.74,50497,90576,109
168,2007 (2004),9,Punjab,Jalandhar,14230,19985,14.07,16.61,32906,38288,32.54,31.83,53976,62027,53.38,51.56,101113,120299,57
168,2008 (2004),9,Punjab,Jalandhar,14172,22685,13.33,16.82,33746,40858,31.73,30.29,58431,71326,54.94,52.89,106350,134868,64
168,2009 (2004),9,Punjab,Jalandhar,14453,25891,12.71,16.9,36256,46460,31.87,30.33,63049,80834,55.42,52.77,113757,153184,71
168,2010 (2004),9,Punjab,Jalandhar,14450,27978,12.15,16.29,37226,50145,31.3,29.2,67267,93591,56.55,54.5,118943,171714,79
168,2011 (2004),9,Punjab,Jalandhar,14185,29720,11.34,15.52,36617,51856,29.26,27.08,74328,109924,59.4,57.4,125130,191499,87
168,2012 (2004),9,Punjab,Jalandhar,13772,31369,10.5,14.75,37254,55130,28.4,25.93,80170,126112,61.11,59.32,131196,212611,96
168,2013 (2004),9,Punjab,Jalandhar,13372,32230,9.73,13.78,36676,56352,26.69,24.1,87377,145264,63.58,62.12,137425,233845,104
169,2007 (2004),9,Punjab,Hoshiarpur,13590,19105,24.11,27.62,15278,17577,27.11,25.41,27492,32484,48.78,46.96,56360,69167,45
169,2008 (2004),9,Punjab,Hoshiarpur,13339,22189,22.82,28.44,15744,18938,26.93,24.27,29378,36892,50.25,47.29,58461,78018,50
169,2009 (2004),9,Punjab,Hoshiarpur,13065,25633,20.76,28.23,17003,21803,27.01,24.01,32873,43354,52.23,47.75,62941,90790,58
169,2010 (2004),9,Punjab,Hoshiarpur,13801,28770,20.85,28.15,17737,23937,26.8,23.42,34656,49497,52.35,48.43,66195,102203,65
169,2011 (2004),9,Punjab,Hoshiarpur,13654,30501,20.4,27.75,15798,22408,23.61,20.39,37473,57011,55.99,51.87,66924,109920,69
169,2012 (2004),9,Punjab,Hoshiarpur,13407,32562,19.17,26.74,16245,24067,23.23,19.76,40282,65152,57.6,53.5,69933,121781,76
169,2013 (2004),9,Punjab,Hoshiarpur,13210,34165,18.34,25.87,15866,24415,22.02,18.49,42963,73499,59.64,55.65,72039,132079,82
170,2007 (2004),9,Punjab,Roopnagar / Ropar,4052,5672,20.61,23.9,6984,7793,35.52,32.83,8629,10270,43.88,43.27,19664,23735,36
170,2008 (2004),9,Punjab,Roopnagar / Ropar,4170,6822,20.18,25.28,7164,8342,34.67,30.92,9332,11819,45.16,43.8,20666,26982,40
170,2009 (2004),9,Punjab,Roopnagar / Ropar,4633,8649,21.17,28.09,7663,9448,35.01,30.69,9593,12691,43.83,41.22,21889,30788,46
170,2010 (2004),9,Punjab,Roopnagar / Ropar,4100,8312,18.29,24.81,7972,10361,35.56,30.93,10344,14830,46.14,44.27,22417,33502,49
170,2011 (2004),9,Punjab,Roopnagar / Ropar,4202,9118,16.83,23.32,8326,11446,33.34,29.28,12445,18532,49.83,47.4,24973,39096,57
170,2012 (2004),9,Punjab,Roopnagar / Ropar,4268,10032,16.43,23.23,8530,12273,32.84,28.42,13173,20873,50.72,48.34,25971,43177,62
170,2013 (2004),9,Punjab,Roopnagar / Ropar,4348,10811,16.27,23.03,8404,12563,31.44,26.76,13979,23569,52.3,50.21,26731,46944,67
171,2007 (2004),9,Punjab,Ludhiana,33286,46618,14.8,17.13,103710,120951,46.12,44.43,87868,104648,39.08,38.44,224864,272217,82
171,2008 (2004),9,Punjab,Ludhiana,33873,53612,14.18,17.47,108326,130245,45.36,42.44,96614,123034,40.46,40.09,238812,306891,92
171,2009 (2004),9,Punjab,Ludhiana,31367,55141,12.24,15.93,120268,150058,46.95,43.35,104550,140916,40.81,40.71,256185,346115,102
171,2010 (2004),9,Punjab,Ludhiana,33283,63330,11.74,15.33,130880,172027,46.18,41.65,119230,177663,42.07,43.02,283394,413019,120
171,2011 (2004),9,Punjab,Ludhiana,34249,70692,10.89,14.38,143596,200833,45.66,40.85,136675,220156,43.45,44.78,314521,491680,141
171,2012 (2004),9,Punjab,Ludhiana,34855,78265,10.39,13.95,150396,220157,44.83,39.25,150235,262478,44.78,46.8,335485,560900,158
171,2013 (2004),9,Punjab,Ludhiana,35490,84269,10.16,13.54,148902,225858,42.63,36.29,164924,312326,47.21,50.18,349316,622453,173
172,2007 (2004),9,Punjab,Ferozpur,38264,53719,48.28,52.34,13550,15472,17.1,15.07,27438,33453,34.62,32.59,79252,102644,54
172,2008 (2004),9,Punjab,Ferozpur,40643,64887,47.51,53.24,14227,16954,16.63,13.91,30669,40030,35.85,32.85,85538,121870,63
172,2009 (2004),9,Punjab,Ferozpur,33918,60788,40.19,47.41,15385,19437,18.23,15.16,35084,48004,41.58,37.44,84386,128229,65
172,2010 (2004),9,Punjab,Ferozpur,34964,67732,38.77,45.82,16405,21793,18.19,14.74,38808,58305,43.04,39.44,90177,147831,74
172,2011 (2004),9,Punjab,Ferozpur,36486,76439,37.19,44.35,17924,25125,18.27,14.58,43703,70798,44.54,41.08,98114,172362,85
172,2012 (2004),9,Punjab,Ferozpur,37646,85693,36.11,43.49,18696,27394,17.93,13.9,47906,83954,45.95,42.61,104247,197041,96
172,2013 (2004),9,Punjab,Ferozpur,38832,93466,34.27,41.4,21876,33686,19.31,14.92,52605,98599,46.42,43.68,113313,225751,108
174,2007 (2004),9,Punjab,Bhatinda,24895,34970,37.75,41.77,15222,17368,23.08,20.74,25821,31386,39.16,37.49,65939,83723,64
174,2008 (2004),9,Punjab,Bhatinda,25637,40917,36.56,42.15,15846,18854,22.6,19.42,28645,37294,40.85,38.42,70129,97064,73
174,2009 (2004),9,Punjab,Bhatinda,20295,36334,29.31,35.88,17148,21594,24.77,21.33,31789,43324,45.92,42.79,69233,101252,75
174,2010 (2004),9,Punjab,Bhatinda,22713,43909,29.78,36.29,18209,24118,23.87,19.94,35347,52953,46.35,43.77,76269,120980,89
174,2011 (2004),9,Punjab,Bhatinda,23386,48928,28.09,34.67,19878,27808,23.88,19.7,39990,64395,48.03,45.63,83254,141131,102
174,2012 (2004),9,Punjab,Bhatinda,23803,54121,26.97,33.73,20706,30292,23.46,18.88,43741,76056,49.57,47.4,88249,160470,114
174,2013 (2004),9,Punjab,Bhatinda,24219,58241,21.57,27.64,36251,55202,32.29,26.2,51793,97262,46.14,46.16,112264,210705,147
175,2007 (2004),9,Punjab,Sangrur,25893,36353,42.06,46.31,14397,16365,23.38,20.85,21279,25777,34.56,32.84,61569,78495,50
175,2008 (2004),9,Punjab,Sangrur,26079,41428,40.48,46.36,15028,17813,23.33,19.93,23310,30128,36.19,33.71,64417,89368,56
175,2009 (2004),9,Punjab,Sangrur,20113,35566,32.12,38.85,16216,20369,25.9,22.25,26281,35619,41.98,38.91,62610,91553,57
175,2010 (2004),9,Punjab,Sangrur,20451,39109,30.58,37.2,17247,22793,25.79,21.68,29173,43240,43.63,41.13,66870,105141,64
175,2011 (2004),9,Punjab,Sangrur,20487,42456,28.6,35.28,19301,27002,26.94,22.44,31851,50894,44.46,42.29,71639,120351,73
175,2012 (2004),9,Punjab,Sangrur,20286,45690,27.06,33.89,20063,29345,26.76,21.77,34626,59786,46.18,44.34,74975,134822,81
175,2013 (2004),9,Punjab,Sangrur,20085,47808,26.05,32.56,19902,30219,25.82,20.58,37104,68803,48.13,46.86,77091,146830,87
176,2007 (2004),9,Punjab,Patiala,18703,26264,19,21.88,36882,41253,37.47,34.37,42841,52522,43.53,43.75,98426,120039,68
176,2008 (2004),9,Punjab,Patiala,18808,30047,17.79,21.67,39317,45947,37.19,33.14,47589,62634,45.02,45.18,105714,138629,77
176,2009 (2004),9,Punjab,Patiala,24376,43334,21.07,26.49,43253,53771,37.39,32.87,48038,66498,41.53,40.65,115666,163603,90
176,2010 (2004),9,Punjab,Patiala,26012,50014,20.85,26.29,46873,61380,37.58,32.26,51843,78872,41.56,41.45,124728,190266,102
176,2011 (2004),9,Punjab,Patiala,25824,53809,20.42,26.36,41361,57491,32.71,28.16,59277,92862,46.87,45.48,126463,204161,108
176,2012 (2004),9,Punjab,Patiala,25350,57448,19.14,25.3,43920,63858,33.15,28.12,63206,105746,47.71,46.57,132476,227052,118
176,2013 (2004),9,Punjab,Patiala,24888,59688,18.21,24.11,43812,66155,32.05,26.72,68003,121726,49.75,49.17,136703,247569,126
177,2007 (2004),4,Haryana,Hissar,22708,31472,22.41,25.66,35064,40217,34.6,32.79,43564,50964,42.99,41.55,101336,122653,74
177,2008 (2004),4,Haryana,Hissar,24238,38822,22.12,26.2,36216,46727,33.05,31.54,49110,62618,44.82,42.26,109564,148167,88
177,2009 (2004),4,Haryana,Hissar,22300,40318,18.43,22.47,40464,58872,33.44,32.81,58224,80229,48.12,44.72,120988,179420,106
177,2010 (2004),4,Haryana,Hissar,18847,38241,15.03,19.05,42649,65870,34,32.81,63926,96648,50.97,48.14,125421,200759,117
177,2011 (2004),4,Haryana,Hissar,20496,45232,15.22,19.42,42959,72008,31.91,30.92,71175,115643,52.87,49.66,134629,232883,134
177,2012 (2004),4,Haryana,Hissar,20605,49416,14.36,18.51,44656,80815,31.12,30.28,78258,136698,54.53,51.21,143518,266929,151
177,2013 (2004),4,Haryana,Hissar,21504,57609,13.87,18.78,45720,87061,29.48,28.37,87861,162161,56.65,52.85,155084,306830,171
180,2007 (2004),4,Haryana,Gurgaon,7168,10124,5.71,7.06,55853,63943,44.49,44.57,62506,69404,49.79,48.37,125527,143471,133
180,2008 (2004),4,Haryana,Gurgaon,7490,12108,5.32,6.84,59271,76176,42.07,43.02,74128,88789,52.61,50.14,140890,177074,153
180,2009 (2004),4,Haryana,Gurgaon,8570,15684,5.19,6.83,68225,99226,41.28,43.23,88474,114602,53.53,49.93,165269,229512,183
180,2010 (2004),4,Haryana,Gurgaon,8633,17463,4.68,6.37,74327,114668,40.32,41.82,101372,142057,54.99,51.81,184333,274188,200
180,2011 (2004),4,Haryana,Gurgaon,9055,19858,4.23,5.85,80579,135146,37.66,39.83,124341,184275,58.11,54.31,213975,339279,224
180,2012 (2004),4,Haryana,Gurgaon,8803,21021,3.59,5.11,87800,158479,35.8,38.5,148621,232173,60.61,56.4,245224,411672,244
180,2013 (2004),4,Haryana,Gurgaon,8882,23663,3.22,4.88,94158,178459,34.18,36.78,172434,283022,62.6,58.34,275474,485143,255
181,2007 (2004),4,Haryana,Jind,17260,23975,33.59,37.42,9470,11209,18.43,17.49,24652,28888,47.98,45.09,51382,64071,50
181,2008 (2004),4,Haryana,Jind,17895,28673,32.47,37.3,10158,13625,18.43,17.72,27066,34572,49.1,44.98,55119,76869,60
181,2009 (2004),4,Haryana,Jind,15991,28997,27.48,32.83,10752,15749,18.48,17.83,31440,43593,54.04,49.35,58183,88338,68
181,2010 (2004),4,Haryana,Jind,14660,29372,24.41,29.66,11350,17761,18.9,17.94,34049,51893,56.69,52.4,60059,99027,75
181,2011 (2004),4,Haryana,Jind,15560,33879,24.27,29.68,11729,19745,18.29,17.3,36823,60509,57.44,53.02,64112,114133,86
181,2012 (2004),4,Haryana,Jind,15249,36005,22.57,27.75,12328,22913,18.25,17.66,39989,70816,59.19,54.59,67566,129734,96
181,2013 (2004),4,Haryana,Jind,15527,40908,21.97,28.03,12769,25539,18.07,17.5,42375,79515,59.96,54.48,70670,145962,107
182,2007 (2004),4,Haryana,Mahendragarh / Narnaul,8285,11591,25.69,29.11,4212,5122,13.06,12.87,19758,23098,61.26,58.02,32254,39812,45
182,2008 (2004),4,Haryana,Mahendragarh / Narnaul,8650,13906,24.97,29.31,4453,6151,12.85,12.97,21539,27382,62.18,57.72,34642,47439,53
182,2009 (2004),4,Haryana,Mahendragarh / Narnaul,6388,11680,17.46,21.79,5068,7492,13.85,13.98,25123,34430,68.68,64.23,36579,53602,60
182,2010 (2004),4,Haryana,Mahendragarh / Narnaul,6608,13326,16.93,21.36,5221,8284,13.38,13.28,27196,40790,69.69,65.37,39025,62400,69
182,2011 (2004),4,Haryana,Mahendragarh / Narnaul,7065,15447,16.97,21.52,5237,8947,12.58,12.46,29323,47388,70.45,66.02,41625,71782,78
182,2012 (2004),4,Haryana,Mahendragarh / Narnaul,6990,16592,15.82,20.2,5424,10414,12.28,12.68,31761,55123,71.9,67.12,44175,82129,88
182,2013 (2004),4,Haryana,Mahendragarh / Narnaul,7180,18998,15.48,20.53,5551,11703,11.97,12.65,33638,61840,72.55,66.82,46368,92541,98
183,2007 (2004),4,Haryana,Ambala,8911,12402,14.37,16.78,17946,20910,28.94,28.3,35151,40584,56.69,54.92,62008,73896,69
183,2008 (2004),4,Haryana,Ambala,9133,14649,13.87,16.84,18251,23981,27.71,27.57,38472,48352,58.42,55.59,65856,86982,80
183,2009 (2004),4,Haryana,Ambala,8217,14925,11.15,14.09,20345,29724,27.61,28.07,45114,61241,61.23,57.83,73677,105890,96
183,2010 (2004),4,Haryana,Ambala,9773,19556,12.53,16.02,20660,32109,26.48,26.3,47592,70402,61,57.67,78025,122067,110
183,2011 (2004),4,Haryana,Ambala,10147,22079,12.36,15.99,20810,35025,25.35,25.37,51121,80967,62.28,58.64,82078,138072,122
183,2012 (2004),4,Haryana,Ambala,9726,22947,11.28,14.76,21390,39273,24.8,25.27,55125,93205,63.92,59.97,86241,155426,136
183,2013 (2004),4,Haryana,Ambala,9688,25515,10.79,14.86,21787,42539,24.27,24.77,58295,103665,64.94,60.37,89769,171719,148
184,2007 (2004),4,Haryana,Karnal,18431,25503,21.46,24.65,30111,34532,35.06,33.37,37350,43438,43.48,41.98,85892,103473,74
184,2008 (2004),4,Haryana,Karnal,19779,31619,21.42,25.46,31111,40130,33.69,32.31,41464,52460,44.9,42.24,92353,124209,87
184,2009 (2004),4,Haryana,Karnal,23679,42697,22.1,26.75,34514,50149,32.21,31.42,48956,66756,45.69,41.83,107148,159602,110
184,2010 (2004),4,Haryana,Karnal,25726,51164,22.36,27.47,36403,56128,31.64,30.14,52935,78942,46,42.39,115064,186234,126
184,2011 (2004),4,Haryana,Karnal,27422,59406,22.05,27.35,38798,64527,31.2,29.7,58136,93295,46.75,42.95,124356,217227,144
184,2012 (2004),4,Haryana,Karnal,26928,63110,20.59,25.82,40479,72517,30.95,29.67,63392,108814,48.47,44.52,130798,244440,160
184,2013 (2004),4,Haryana,Karnal,27504,71983,20.13,26.43,41536,77861,30.41,28.59,67559,122464,49.46,44.97,136599,272308,175
186,2007 (2004),4,Haryana,Rohtak,7946,11114,16.15,18.9,13973,16256,28.4,27.64,27289,31441,55.46,53.46,49207,58811,58
186,2008 (2004),4,Haryana,Rohtak,8200,13199,15.64,19,14440,18970,27.54,27.3,29800,37308,56.83,53.7,52439,69477,68
186,2009 (2004),4,Haryana,Rohtak,7552,13767,13.01,16.45,16104,23476,27.75,28.05,34373,46445,59.23,55.5,58029,83687,81
186,2010 (2004),4,Haryana,Rohtak,7568,15422,12.32,16.08,16847,26144,27.42,27.26,37018,54345,60.26,56.66,61432,95911,92
186,2011 (2004),4,Haryana,Rohtak,7957,17611,12.22,16.17,16754,27949,25.73,25.66,40412,63347,62.05,58.17,65123,108906,103
186,2012 (2004),4,Haryana,Rohtak,7753,18701,11.23,15.11,17420,31736,25.23,25.64,43879,73339,63.54,59.25,69052,123776,115
186,2013 (2004),4,Haryana,Rohtak,7836,21113,10.57,15.01,17871,34513,24.12,24.53,48398,85055,65.31,60.46,74106,140682,129
189,2007 (2004),12,Uttar Pradesh,Saharanpur,27715,33927,33.75,34.78,21571,25102,26.26,25.73,32844,38529,39.99,39.49,82130,97558,30
189,2008 (2004),12,Uttar Pradesh,Saharanpur,34750,51577,37.65,42.5,21973,26307,23.81,21.68,35563,43476,38.54,35.82,92286,121360,37
189,2009 (2004),12,Uttar Pradesh,Saharanpur,32322,55315,34.33,39.93,23521,32025,24.98,23.12,38317,51195,40.69,36.95,94160,138536,41
189,2010 (2004),12,Uttar Pradesh,Saharanpur,33206,61206,33.56,39.9,24865,34511,25.13,22.5,40871,57699,41.31,37.61,98942,153416,45
189,2011 (2004),12,Uttar Pradesh,Saharanpur,37531,78915,34.32,43.16,28959,41115,26.48,22.49,42872,62823,39.2,34.36,109362,182853,53
189,2012 (2004),12,Uttar Pradesh,Saharanpur,42319,98031,36.7,46.63,28401,43227,24.63,20.56,44594,68996,38.67,32.82,115313,210254,60
189,2013 (2004),12,Uttar Pradesh,Saharanpur,46999,123025,38.98,50.14,27429,44667,22.75,18.2,46151,77686,38.27,31.66,120579,245379,68
190,2007 (2004),12,Uttar Pradesh,Muzaffarnagar,25474,31073,26.82,27.42,30807,36573,32.43,32.27,38714,45692,40.75,40.31,94995,113339,29
190,2008 (2004),12,Uttar Pradesh,Muzaffarnagar,27480,40808,27.02,30.74,30608,38374,30.09,28.91,43619,53558,42.89,40.35,101707,132740,34
190,2009 (2004),12,Uttar Pradesh,Muzaffarnagar,26990,46249,24.61,29.43,34639,46494,31.58,29.59,48050,64410,43.81,40.99,109678,157153,39
190,2010 (2004),12,Uttar Pradesh,Muzaffarnagar,29946,55164,24.68,29.83,36621,52171,30.18,28.21,54770,77573,45.14,41.95,121337,184908,45
190,2011 (2004),12,Uttar Pradesh,Muzaffarnagar,30623,64438,23.48,30.4,39905,59441,30.6,28.05,59884,88068,45.92,41.55,130412,211947,51
190,2012 (2004),12,Uttar Pradesh,Muzaffarnagar,31221,72378,23.04,30.63,39153,62721,28.89,26.55,65139,101170,48.07,42.82,135513,236268,56
190,2013 (2004),12,Uttar Pradesh,Muzaffarnagar,31347,81917,22.44,30.89,38937,65934,27.87,24.86,69410,117364,49.69,44.25,139694,265215,62
191,2007 (2004),12,Uttar Pradesh,Meerut,27398,33371,25.31,25.96,35069,42038,32.4,32.7,45767,53142,42.29,41.34,108234,128551,39
191,2008 (2004),12,Uttar Pradesh,Meerut,34943,51945,29.19,33.18,35500,44912,29.65,28.69,49267,59685,41.16,38.13,119710,156542,47
191,2009 (2004),12,Uttar Pradesh,Meerut,45151,77562,32.98,38.7,38508,52423,28.13,26.15,53227,70452,38.88,35.15,136885,200438,60
191,2010 (2004),12,Uttar Pradesh,Meerut,47882,88273,33.53,39.6,40636,58828,28.45,26.39,54304,75830,38.02,34.01,142823,222932,66
191,2011 (2004),12,Uttar Pradesh,Meerut,54043,113855,35.54,44.2,41788,62388,27.48,24.22,56222,81333,36.98,31.58,152053,257576,75
191,2012 (2004),12,Uttar Pradesh,Meerut,60814,141235,37.61,47.28,41450,66750,25.64,22.35,59423,90727,36.75,30.37,161687,298712,86
191,2013 (2004),12,Uttar Pradesh,Meerut,67356,175941,39.33,50.27,41354,70571,24.15,20.16,62558,103477,36.53,29.57,171267,349989,99
192,2007 (2004),12,Uttar Pradesh,Buland Shahar,22215,27181,31.72,32.37,12659,15256,18.07,18.17,35166,41543,50.21,49.47,70039,83979,26
192,2008 (2004),12,Uttar Pradesh,Buland Shahar,15461,22889,22.9,26.21,12727,16031,18.85,18.36,39328,48418,58.25,55.44,67516,87338,26
192,2009 (2004),12,Uttar Pradesh,Buland Shahar,16182,27621,22.28,26.57,13306,18247,18.32,17.55,43150,58089,59.4,55.88,72639,103957,31
192,2010 (2004),12,Uttar Pradesh,Buland Shahar,16040,29536,20.66,25.09,13639,19903,17.57,16.91,47944,68258,61.77,57.99,77622,117697,34
192,2011 (2004),12,Uttar Pradesh,Buland Shahar,16272,34158,19.77,25.89,14504,21652,17.62,16.41,51518,76145,62.6,57.7,82293,131956,38
192,2012 (2004),12,Uttar Pradesh,Buland Shahar,16461,38037,19.37,26.11,14067,22731,16.56,15.6,54438,84925,64.07,58.29,84966,145692,41
192,2013 (2004),12,Uttar Pradesh,Buland Shahar,16416,43013,18.89,26.39,13882,23847,15.97,14.63,56627,96151,65.14,58.98,86925,163012,45
194,2007 (2004),12,Uttar Pradesh,Aligarh,18310,22390,28.34,29.09,16380,19634,25.35,25.51,29928,34937,46.32,45.4,64618,76961,23
194,2008 (2004),12,Uttar Pradesh,Aligarh,20362,30227,29.21,33.22,16347,20533,23.45,22.57,33005,40219,47.34,44.21,69714,90978,26
194,2009 (2004),12,Uttar Pradesh,Aligarh,20397,34925,27.75,32.92,17286,23370,23.51,22.03,35830,47786,48.74,45.05,73513,106081,30
194,2010 (2004),12,Uttar Pradesh,Aligarh,22337,41183,27.99,33.49,18318,26345,22.95,21.42,39159,55450,49.06,45.09,79815,122978,34
194,2011 (2004),12,Uttar Pradesh,Aligarh,23593,49615,27.89,35.58,18895,28060,22.33,20.12,42111,61790,49.78,44.31,84599,139464,38
194,2012 (2004),12,Uttar Pradesh,Aligarh,24838,57532,27.87,36.37,18639,29926,20.91,18.92,45645,70727,51.22,44.71,89122,158184,42
194,2013 (2004),12,Uttar Pradesh,Aligarh,25738,67388,27.53,37.08,18802,31977,20.11,17.6,48946,82371,52.36,45.32,93486,181737,47
195,2007 (2004),12,Uttar Pradesh,Mathura,17453,21289,30.18,30.82,13395,16117,23.16,23.33,26984,31670,46.66,45.85,57832,69075,29
195,2008 (2004),12,Uttar Pradesh,Mathura,18589,27449,29.94,33.75,13843,17490,22.29,21.51,29665,36385,47.77,44.74,62097,81324,34
195,2009 (2004),12,Uttar Pradesh,Mathura,19779,33631,30,34.99,14505,19972,22,20.78,31641,42509,47.99,44.23,65926,96111,39
195,2010 (2004),12,Uttar Pradesh,Mathura,22141,40542,30.83,36.22,15556,22733,21.66,20.31,34125,48656,47.51,43.47,71822,111931,45
195,2011 (2004),12,Uttar Pradesh,Mathura,23639,49610,30.85,38.63,16989,25526,22.17,19.88,36007,53296,46.99,41.5,76634,128432,50
195,2012 (2004),12,Uttar Pradesh,Mathura,25168,58154,31.25,39.86,16844,27338,20.92,18.74,38517,60406,47.83,41.4,80529,145898,56
195,2013 (2004),12,Uttar Pradesh,Mathura,26452,68910,31.49,41.1,17000,29350,20.24,17.51,40555,69399,48.28,41.39,84006,167659,63
196,2007 (2004),12,Uttar Pradesh,Agra,25107,30706,23.05,23.82,33251,39502,30.53,30.65,50552,58686,46.42,45.53,108910,128893,32
